parent,child,parents,full
Brazilian Restaurant,Mineiro Restaurant,root|Food|Latin American Restaurant|South American Restaurant|Brazilian Restaurant,root|Food|Latin American Restaurant|South American Restaurant|Brazilian Restaurant|Mineiro Restaurant
South American Restaurant,Peruvian Restaurant,root|Food|Latin American Restaurant|South American Restaurant,root|Food|Latin American Restaurant|South American Restaurant|Peruvian Restaurant
South American Restaurant,Venezuelan Restaurant,root|Food|Latin American Restaurant|South American Restaurant,root|Food|Latin American Restaurant|South American Restaurant|Venezuelan Restaurant
Latin American Restaurant,Empanada Restaurant,root|Food|Latin American Restaurant,root|Food|Latin American Restaurant|Empanada Restaurant
Latin American Restaurant,Salvadoran Restaurant,root|Food|Latin American Restaurant,root|Food|Latin American Restaurant|Salvadoran Restaurant
Food,Mexican Restaurant,root|Food,root|Food|Mexican Restaurant
Mexican Restaurant,Yucatecan Restaurant,root|Food|Mexican Restaurant,root|Food|Mexican Restaurant|Yucatecan Restaurant
Mexican Restaurant,Tex-Mex Restaurant,root|Food|Mexican Restaurant,root|Food|Mexican Restaurant|Tex-Mex Restaurant
Mexican Restaurant,Burrito Place,root|Food|Mexican Restaurant,root|Food|Mexican Restaurant|Burrito Place
Mexican Restaurant,Taco Place,root|Food|Mexican Restaurant,root|Food|Mexican Restaurant|Taco Place
Food,Snack Place,root|Food,root|Food|Snack Place
Food,Scandinavian Restaurant,root|Food,root|Food|Scandinavian Restaurant
Food,Polish Restaurant,root|Food,root|Food|Polish Restaurant
Food,Falafel Restaurant,root|Food,root|Food|Falafel Restaurant
Food,Scottish Restaurant,root|Food,root|Food|Scottish Restaurant
Food,Breakfast Spot,root|Food,root|Food|Breakfast Spot
Food,Dessert Shop,root|Food,root|Food|Dessert Shop
Dessert Shop,Cupcake Shop,root|Food|Dessert Shop,root|Food|Dessert Shop|Cupcake Shop
Dessert Shop,Frozen Yogurt Shop,root|Food|Dessert Shop,root|Food|Dessert Shop|Frozen Yogurt Shop
Dessert Shop,Pie Shop,root|Food|Dessert Shop,root|Food|Dessert Shop|Pie Shop
Dessert Shop,Pastry Shop,root|Food|Dessert Shop,root|Food|Dessert Shop|Pastry Shop
Dessert Shop,Ice Cream Shop,root|Food|Dessert Shop,root|Food|Dessert Shop|Ice Cream Shop
Food,Food Court,root|Food,root|Food|Food Court
Food,Sandwich Place,root|Food,root|Food|Sandwich Place
Food,Portuguese Restaurant,root|Food,root|Food|Portuguese Restaurant
Food,Dutch Restaurant,root|Food,root|Food|Dutch Restaurant
Food,Fast Food Restaurant,root|Food,root|Food|Fast Food Restaurant
Food,Gluten-free Restaurant,root|Food,root|Food|Gluten-free Restaurant
Food,Deli / Bodega,root|Food,root|Food|Deli / Bodega
Food,Mediterranean Restaurant,root|Food,root|Food|Mediterranean Restaurant
Mediterranean Restaurant,Moroccan Restaurant,root|Food|Mediterranean Restaurant,root|Food|Mediterranean Restaurant|Moroccan Restaurant
Food,Slovak Restaurant,root|Food,root|Food|Slovak Restaurant
Food,Diner,root|Food,root|Food|Diner
Food,Soup Place,root|Food,root|Food|Soup Place
Food,Friterie,root|Food,root|Food|Friterie
Food,Russian Restaurant,root|Food,root|Food|Russian Restaurant
Russian Restaurant,Pelmeni House,root|Food|Russian Restaurant,root|Food|Russian Restaurant|Pelmeni House
Russian Restaurant,Blini House,root|Food|Russian Restaurant,root|Food|Russian Restaurant|Blini House
Food,American Restaurant,root|Food,root|Food|American Restaurant
American Restaurant,New American Restaurant,root|Food|American Restaurant,root|Food|American Restaurant|New American Restaurant
Food,Mac & Cheese Joint,root|Food,root|Food|Mac & Cheese Joint
Food,Pet Café,root|Food,root|Food|Pet Café
Food,Juice Bar,root|Food,root|Food|Juice Bar
Food,BBQ Joint,root|Food,root|Food|BBQ Joint
Food,Molecular Gastronomy Restaurant,root|Food,root|Food|Molecular Gastronomy Restaurant
Food,Cafeteria,root|Food,root|Food|Cafeteria
Food,Hawaiian Restaurant,root|Food,root|Food|Hawaiian Restaurant
root,Residence,root,root|Residence
Residence,Trailer Park,root|Residence,root|Residence|Trailer Park
Residence,Residential Building (Apartment / Condo),root|Residence,root|Residence|Residential Building (Apartment / Condo)
Residence,Home (private),root|Residence,root|Residence|Home (private)
Residence,Assisted Living,root|Residence,root|Residence|Assisted Living
Residence,Housing Development,root|Residence,root|Residence|Housing Development
root,Travel & Transport,root,root|Travel & Transport
Travel & Transport,Toll Plaza,root|Travel & Transport,root|Travel & Transport|Toll Plaza
Travel & Transport,Tram Station,root|Travel & Transport,root|Travel & Transport|Tram Station
Travel & Transport,Tourist Information Center,root|Travel & Transport,root|Travel & Transport|Tourist Information Center
Travel & Transport,Light Rail Station,root|Travel & Transport,root|Travel & Transport|Light Rail Station
Travel & Transport,Cable Car,root|Travel & Transport,root|Travel & Transport|Cable Car
Travel & Transport,Boat Rental,root|Travel & Transport,root|Travel & Transport|Boat Rental
Travel & Transport,Taxi Stand,root|Travel & Transport,root|Travel & Transport|Taxi Stand
Travel & Transport,Bus Station,root|Travel & Transport,root|Travel & Transport|Bus Station
Bus Station,Bus Line,root|Travel & Transport|Bus Station,root|Travel & Transport|Bus Station|Bus Line
Travel & Transport,Hotel,root|Travel & Transport,root|Travel & Transport|Hotel
Hotel,Hotel Pool,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Hotel Pool
Hotel,Motel,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Motel
Hotel,Resort,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Resort
Hotel,Bed & Breakfast,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Bed & Breakfast
Hotel,Roof Deck,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Roof Deck
Hotel,Boarding House,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Boarding House
Hotel,Vacation Rental,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Vacation Rental
Hotel,Hostel,root|Travel & Transport|Hotel,root|Travel & Transport|Hotel|Hostel
Travel & Transport,Border Crossing,root|Travel & Transport,root|Travel & Transport|Border Crossing
Travel & Transport,Transportation Service,root|Travel & Transport,root|Travel & Transport|Transportation Service
Travel & Transport,Train Station,root|Travel & Transport,root|Travel & Transport|Train Station
Train Station,Platform,root|Travel & Transport|Train Station,root|Travel & Transport|Train Station|Platform
Train Station,Train,root|Travel & Transport|Train Station,root|Travel & Transport|Train Station|Train
Travel & Transport,Road,root|Travel & Transport,root|Travel & Transport|Road
Travel & Transport,Travel Lounge,root|Travel & Transport,root|Travel & Transport|Travel Lounge
Travel & Transport,Intersection,root|Travel & Transport,root|Travel & Transport|Intersection
Travel & Transport,Pier,root|Travel & Transport,root|Travel & Transport|Pier
Travel & Transport,Taxi,root|Travel & Transport,root|Travel & Transport|Taxi
Travel & Transport,Boat or Ferry,root|Travel & Transport,root|Travel & Transport|Boat or Ferry
Travel & Transport,Tunnel,root|Travel & Transport,root|Travel & Transport|Tunnel
Travel & Transport,Rest Area,root|Travel & Transport,root|Travel & Transport|Rest Area
Travel & Transport,Moving Target,root|Travel & Transport,root|Travel & Transport|Moving Target
Travel & Transport,Airport,root|Travel & Transport,root|Travel & Transport|Airport
Airport,Airport Gate,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Airport Gate
Airport,Airport Lounge,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Airport Lounge
Airport,Plane,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Plane
Airport,Baggage Claim,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Baggage Claim
Airport,Airport Tram,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Airport Tram
Airport,Airport Terminal,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Airport Terminal
Airport,Airport Food Court,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Airport Food Court
Airport,Airport Service,root|Travel & Transport|Airport,root|Travel & Transport|Airport|Airport Service
Travel & Transport,Metro Station,root|Travel & Transport,root|Travel & Transport|Metro Station
Travel & Transport,Bus Stop,root|Travel & Transport,root|Travel & Transport|Bus Stop
Travel & Transport,Baggage Locker,root|Travel & Transport,root|Travel & Transport|Baggage Locker
Travel & Transport,Toll Booth,root|Travel & Transport,root|Travel & Transport|Toll Booth
Travel & Transport,Bike Rental / Bike Share,root|Travel & Transport,root|Travel & Transport|Bike Rental / Bike Share
Travel & Transport,Heliport,root|Travel & Transport,root|Travel & Transport|Heliport
Travel & Transport,Rental Car Location,root|Travel & Transport,root|Travel & Transport|Rental Car Location
Travel & Transport,RV Park,root|Travel & Transport,root|Travel & Transport|RV Park
Travel & Transport,Cruise,root|Travel & Transport,root|Travel & Transport|Cruise
Travel & Transport,General Travel,root|Travel & Transport,root|Travel & Transport|General Travel
Travel & Transport,Port,root|Travel & Transport,root|Travel & Transport|Port
root,Outdoors & Recreation,root,root|Outdoors & Recreation
Outdoors & Recreation,Canal,root|Outdoors & Recreation,root|Outdoors & Recreation|Canal
Outdoors & Recreation,Mountain,root|Outdoors & Recreation,root|Outdoors & Recreation|Mountain
Outdoors & Recreation,Lighthouse,root|Outdoors & Recreation,root|Outdoors & Recreation|Lighthouse
Outdoors & Recreation,Stables,root|Outdoors & Recreation,root|Outdoors & Recreation|Stables
Outdoors & Recreation,Park,root|Outdoors & Recreation,root|Outdoors & Recreation|Park
Outdoors & Recreation,Cave,root|Outdoors & Recreation,root|Outdoors & Recreation|Cave
Outdoors & Recreation,Cemetery,root|Outdoors & Recreation,root|Outdoors & Recreation|Cemetery
Outdoors & Recreation,Lake,root|Outdoors & Recreation,root|Outdoors & Recreation|Lake
Outdoors & Recreation,Vineyard,root|Outdoors & Recreation,root|Outdoors & Recreation|Vineyard
Outdoors & Recreation,Field,root|Outdoors & Recreation,root|Outdoors & Recreation|Field
Outdoors & Recreation,Fountain,root|Outdoors & Recreation,root|Outdoors & Recreation|Fountain
Outdoors & Recreation,Forest,root|Outdoors & Recreation,root|Outdoors & Recreation|Forest
Outdoors & Recreation,Ski Area,root|Outdoors & Recreation,root|Outdoors & Recreation|Ski Area
Ski Area,Ski Chairlift,root|Outdoors & Recreation|Ski Area,root|Outdoors & Recreation|Ski Area|Ski Chairlift
Ski Area,Ski Lodge,root|Outdoors & Recreation|Ski Area,root|Outdoors & Recreation|Ski Area|Ski Lodge
Ski Area,Ski Trail,root|Outdoors & Recreation|Ski Area,root|Outdoors & Recreation|Ski Area|Ski Trail
Ski Area,Ski Chalet,root|Outdoors & Recreation|Ski Area,root|Outdoors & Recreation|Ski Area|Ski Chalet
Ski Area,Apres Ski Bar,root|Outdoors & Recreation|Ski Area,root|Outdoors & Recreation|Ski Area|Apres Ski Bar
Outdoors & Recreation,Beach,root|Outdoors & Recreation,root|Outdoors & Recreation|Beach
Beach,Nudist Beach,root|Outdoors & Recreation|Beach,root|Outdoors & Recreation|Beach|Nudist Beach
Beach,Surf Spot,root|Outdoors & Recreation|Beach,root|Outdoors & Recreation|Beach|Surf Spot
Outdoors & Recreation,Dog Run,root|Outdoors & Recreation,root|Outdoors & Recreation|Dog Run
Outdoors & Recreation,Garden,root|Outdoors & Recreation,root|Outdoors & Recreation|Garden
Outdoors & Recreation,Farm,root|Outdoors & Recreation,root|Outdoors & Recreation|Farm
Outdoors & Recreation,Fishing Spot,root|Outdoors & Recreation,root|Outdoors & Recreation|Fishing Spot
Outdoors & Recreation,Athletics & Sports,root|Outdoors & Recreation,root|Outdoors & Recreation|Athletics & Sports
Athletics & Sports,Badminton Court,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Badminton Court
Athletics & Sports,Paintball Field,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Paintball Field
Athletics & Sports,Skating Rink,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Skating Rink
Athletics & Sports,Squash Court,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Squash Court
Athletics & Sports,Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center
Gym / Fitness Center,Pilates Studio,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Pilates Studio
Gym / Fitness Center,Gym Pool,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Gym Pool
Gym / Fitness Center,Martial Arts Dojo,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Martial Arts Dojo
Gym / Fitness Center,Climbing Gym,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Climbing Gym
Gym / Fitness Center,Boxing Gym,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Boxing Gym
Gym / Fitness Center,Track,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Track
Gym / Fitness Center,Cycle Studio,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Cycle Studio
Gym / Fitness Center,Yoga Studio,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Yoga Studio
Gym / Fitness Center,Gym,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Gym
Gym / Fitness Center,Gymnastics Gym,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center,root|Outdoors & Recreation|Athletics & Sports|Gym / Fitness Center|Gymnastics Gym
Athletics & Sports,Soccer Field,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Soccer Field
Athletics & Sports,Basketball Court,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Basketball Court
Athletics & Sports,Hockey Field,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Hockey Field
Athletics & Sports,Bowling Green,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Bowling Green
Athletics & Sports,Volleyball Court,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Volleyball Court
Athletics & Sports,Skate Park,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Skate Park
Athletics & Sports,Hockey Rink,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Hockey Rink
Athletics & Sports,Tennis Court,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Tennis Court
Athletics & Sports,Rugby Pitch,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Rugby Pitch
Athletics & Sports,Sports Club,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Sports Club
Athletics & Sports,Curling Ice,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Curling Ice
Athletics & Sports,Golf Course,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Golf Course
Athletics & Sports,Baseball Field,root|Outdoors & Recreation|Athletics & Sports,root|Outdoors & Recreation|Athletics & Sports|Baseball Field
Outdoors & Recreation,Scenic Lookout,root|Outdoors & Recreation,root|Outdoors & Recreation|Scenic Lookout
Outdoors & Recreation,Trail,root|Outdoors & Recreation,root|Outdoors & Recreation|Trail
Outdoors & Recreation,Waterfall,root|Outdoors & Recreation,root|Outdoors & Recreation|Waterfall
Outdoors & Recreation,Waterfront,root|Outdoors & Recreation,root|Outdoors & Recreation|Waterfront
Outdoors & Recreation,Recreation Center,root|Outdoors & Recreation,root|Outdoors & Recreation|Recreation Center
Outdoors & Recreation,States & Municipalities,root|Outdoors & Recreation,root|Outdoors & Recreation|States & Municipalities
States & Municipalities,Town,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|Town
States & Municipalities,City,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|City
States & Municipalities,Neighborhood,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|Neighborhood
States & Municipalities,Country,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|Country
States & Municipalities,County,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|County
States & Municipalities,State,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|State
States & Municipalities,Village,root|Outdoors & Recreation|States & Municipalities,root|Outdoors & Recreation|States & Municipalities|Village
Outdoors & Recreation,Pool,root|Outdoors & Recreation,root|Outdoors & Recreation|Pool
Outdoors & Recreation,Indoor Play Area,root|Outdoors & Recreation,root|Outdoors & Recreation|Indoor Play Area
Outdoors & Recreation,Rock Climbing Spot,root|Outdoors & Recreation,root|Outdoors & Recreation|Rock Climbing Spot
Outdoors & Recreation,Pedestrian Plaza,root|Outdoors & Recreation,root|Outdoors & Recreation|Pedestrian Plaza
Outdoors & Recreation,Island,root|Outdoors & Recreation,root|Outdoors & Recreation|Island
Outdoors & Recreation,Hot Spring,root|Outdoors & Recreation,root|Outdoors & Recreation|Hot Spring
Outdoors & Recreation,Plaza,root|Outdoors & Recreation,root|Outdoors & Recreation|Plaza
Outdoors & Recreation,Tree,root|Outdoors & Recreation,root|Outdoors & Recreation|Tree
Outdoors & Recreation,Summer Camp,root|Outdoors & Recreation,root|Outdoors & Recreation|Summer Camp
Outdoors & Recreation,Bay,root|Outdoors & Recreation,root|Outdoors & Recreation|Bay
Outdoors & Recreation,Bathing Area,root|Outdoors & Recreation,root|Outdoors & Recreation|Bathing Area
Outdoors & Recreation,Canal Lock,root|Outdoors & Recreation,root|Outdoors & Recreation|Canal Lock
Outdoors & Recreation,Bike Trail,root|Outdoors & Recreation,root|Outdoors & Recreation|Bike Trail
Outdoors & Recreation,Volcano,root|Outdoors & Recreation,root|Outdoors & Recreation|Volcano
Outdoors & Recreation,Castle,root|Outdoors & Recreation,root|Outdoors & Recreation|Castle
Outdoors & Recreation,River,root|Outdoors & Recreation,root|Outdoors & Recreation|River
Outdoors & Recreation,Rafting,root|Outdoors & Recreation,root|Outdoors & Recreation|Rafting
Outdoors & Recreation,Harbor / Marina,root|Outdoors & Recreation,root|Outdoors & Recreation|Harbor / Marina
Outdoors & Recreation,Gun Range,root|Outdoors & Recreation,root|Outdoors & Recreation|Gun Range
Outdoors & Recreation,Bridge,root|Outdoors & Recreation,root|Outdoors & Recreation|Bridge
Outdoors & Recreation,Mountain Hut,root|Outdoors & Recreation,root|Outdoors & Recreation|Mountain Hut
Outdoors & Recreation,Dive Spot,root|Outdoors & Recreation,root|Outdoors & Recreation|Dive Spot
Outdoors & Recreation,Other Great Outdoors,root|Outdoors & Recreation,root|Outdoors & Recreation|Other Great Outdoors
Outdoors & Recreation,Reservoir,root|Outdoors & Recreation,root|Outdoors & Recreation|Reservoir
Outdoors & Recreation,Palace,root|Outdoors & Recreation,root|Outdoors & Recreation|Palace
Outdoors & Recreation,Well,root|Outdoors & Recreation,root|Outdoors & Recreation|Well
Outdoors & Recreation,Nature Preserve,root|Outdoors & Recreation,root|Outdoors & Recreation|Nature Preserve
Outdoors & Recreation,National Park,root|Outdoors & Recreation,root|Outdoors & Recreation|National Park
Outdoors & Recreation,Sculpture Garden,root|Outdoors & Recreation,root|Outdoors & Recreation|Sculpture Garden
Outdoors & Recreation,Campground,root|Outdoors & Recreation,root|Outdoors & Recreation|Campground
Outdoors & Recreation,Botanical Garden,root|Outdoors & Recreation,root|Outdoors & Recreation|Botanical Garden
Outdoors & Recreation,Playground,root|Outdoors & Recreation,root|Outdoors & Recreation|Playground
root,Arts & Entertainment,root,root|Arts & Entertainment
Arts & Entertainment,Roller Rink,root|Arts & Entertainment,root|Arts & Entertainment|Roller Rink
Arts & Entertainment,Racecourse,root|Arts & Entertainment,root|Arts & Entertainment|Racecourse
Arts & Entertainment,Concert Hall,root|Arts & Entertainment,root|Arts & Entertainment|Concert Hall
Arts & Entertainment,Arcade,root|Arts & Entertainment,root|Arts & Entertainment|Arcade
Arts & Entertainment,Tour Provider,root|Arts & Entertainment,root|Arts & Entertainment|Tour Provider
Arts & Entertainment,Museum,root|Arts & Entertainment,root|Arts & Entertainment|Museum
Museum,Planetarium,root|Arts & Entertainment|Museum,root|Arts & Entertainment|Museum|Planetarium
Museum,History Museum,root|Arts & Entertainment|Museum,root|Arts & Entertainment|Museum|History Museum
Museum,Art Museum,root|Arts & Entertainment|Museum,root|Arts & Entertainment|Museum|Art Museum
Museum,Science Museum,root|Arts & Entertainment|Museum,root|Arts & Entertainment|Museum|Science Museum
Museum,Erotic Museum,root|Arts & Entertainment|Museum,root|Arts & Entertainment|Museum|Erotic Museum
Arts & Entertainment,Zoo,root|Arts & Entertainment,root|Arts & Entertainment|Zoo
Arts & Entertainment,Performing Arts Venue,root|Arts & Entertainment,root|Arts & Entertainment|Performing Arts Venue
Performing Arts Venue,Opera House,root|Arts & Entertainment|Performing Arts Venue,root|Arts & Entertainment|Performing Arts Venue|Opera House
Performing Arts Venue,Indie Theater,root|Arts & Entertainment|Performing Arts Venue,root|Arts & Entertainment|Performing Arts Venue|Indie Theater
Performing Arts Venue,Theater,root|Arts & Entertainment|Performing Arts Venue,root|Arts & Entertainment|Performing Arts Venue|Theater
Performing Arts Venue,Dance Studio,root|Arts & Entertainment|Performing Arts Venue,root|Arts & Entertainment|Performing Arts Venue|Dance Studio
Arts & Entertainment,Stadium,root|Arts & Entertainment,root|Arts & Entertainment|Stadium
Stadium,Rugby Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Rugby Stadium
Stadium,Hockey Arena,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Hockey Arena
Stadium,Track Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Track Stadium
Stadium,Tennis Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Tennis Stadium
Stadium,Soccer Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Soccer Stadium
Stadium,Football Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Football Stadium
Stadium,Cricket Ground,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Cricket Ground
Stadium,Baseball Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Baseball Stadium
Stadium,Basketball Stadium,root|Arts & Entertainment|Stadium,root|Arts & Entertainment|Stadium|Basketball Stadium
Arts & Entertainment,General Entertainment,root|Arts & Entertainment,root|Arts & Entertainment|General Entertainment
Arts & Entertainment,Water Park,root|Arts & Entertainment,root|Arts & Entertainment|Water Park
Arts & Entertainment,Movie Theater,root|Arts & Entertainment,root|Arts & Entertainment|Movie Theater
Movie Theater,Multiplex,root|Arts & Entertainment|Movie Theater,root|Arts & Entertainment|Movie Theater|Multiplex
Movie Theater,Indie Movie Theater,root|Arts & Entertainment|Movie Theater,root|Arts & Entertainment|Movie Theater|Indie Movie Theater
Movie Theater,Drive-in Theater,root|Arts & Entertainment|Movie Theater,root|Arts & Entertainment|Movie Theater|Drive-in Theater
Arts & Entertainment,Comedy Club,root|Arts & Entertainment,root|Arts & Entertainment|Comedy Club
Arts & Entertainment,Go Kart Track,root|Arts & Entertainment,root|Arts & Entertainment|Go Kart Track
Arts & Entertainment,Art Gallery,root|Arts & Entertainment,root|Arts & Entertainment|Art Gallery
Arts & Entertainment,Public Art,root|Arts & Entertainment,root|Arts & Entertainment|Public Art
Public Art,Outdoor Sculpture,root|Arts & Entertainment|Public Art,root|Arts & Entertainment|Public Art|Outdoor Sculpture
Public Art,Street Art,root|Arts & Entertainment|Public Art,root|Arts & Entertainment|Public Art|Street Art
Arts & Entertainment,Memorial Site,root|Arts & Entertainment,root|Arts & Entertainment|Memorial Site
Arts & Entertainment,Mini Golf,root|Arts & Entertainment,root|Arts & Entertainment|Mini Golf
Arts & Entertainment,Aquarium,root|Arts & Entertainment,root|Arts & Entertainment|Aquarium
Arts & Entertainment,Bowling Alley,root|Arts & Entertainment,root|Arts & Entertainment|Bowling Alley
Arts & Entertainment,Salsa Club,root|Arts & Entertainment,root|Arts & Entertainment|Salsa Club
Arts & Entertainment,Music Venue,root|Arts & Entertainment,root|Arts & Entertainment|Music Venue
Music Venue,Rock Club,root|Arts & Entertainment|Music Venue,root|Arts & Entertainment|Music Venue|Rock Club
Music Venue,Piano Bar,root|Arts & Entertainment|Music Venue,root|Arts & Entertainment|Music Venue|Piano Bar
Music Venue,Jazz Club,root|Arts & Entertainment|Music Venue,root|Arts & Entertainment|Music Venue|Jazz Club
Arts & Entertainment,Karaoke Box,root|Arts & Entertainment,root|Arts & Entertainment|Karaoke Box
Arts & Entertainment,Pachinko Parlor,root|Arts & Entertainment,root|Arts & Entertainment|Pachinko Parlor
Arts & Entertainment,Casino,root|Arts & Entertainment,root|Arts & Entertainment|Casino
Arts & Entertainment,Racetrack,root|Arts & Entertainment,root|Arts & Entertainment|Racetrack
Arts & Entertainment,Pool Hall,root|Arts & Entertainment,root|Arts & Entertainment|Pool Hall
Arts & Entertainment,Theme Park,root|Arts & Entertainment,root|Arts & Entertainment|Theme Park
Theme Park,Theme Park Ride / Attraction,root|Arts & Entertainment|Theme Park,root|Arts & Entertainment|Theme Park|Theme Park Ride / Attraction
Arts & Entertainment,Exhibit,root|Arts & Entertainment,root|Arts & Entertainment|Exhibit
Arts & Entertainment,Historic Site,root|Arts & Entertainment,root|Arts & Entertainment|Historic Site
Arts & Entertainment,Circus,root|Arts & Entertainment,root|Arts & Entertainment|Circus
Arts & Entertainment,Laser Tag,root|Arts & Entertainment,root|Arts & Entertainment|Laser Tag
Arts & Entertainment,Amphitheater,root|Arts & Entertainment,root|Arts & Entertainment|Amphitheater
Arts & Entertainment,Country Dance Club,root|Arts & Entertainment,root|Arts & Entertainment|Country Dance Club
Arts & Entertainment,Disc Golf,root|Arts & Entertainment,root|Arts & Entertainment|Disc Golf
Arts & Entertainment,Samba School,root|Arts & Entertainment,root|Arts & Entertainment|Samba School
root,Shop & Service,root,root|Shop & Service
Shop & Service,Batik Shop,root|Shop & Service,root|Shop & Service|Batik Shop
Shop & Service,Ski Shop,root|Shop & Service,root|Shop & Service|Ski Shop
Shop & Service,Shipping Store,root|Shop & Service,root|Shop & Service|Shipping Store
Shop & Service,Bridal Shop,root|Shop & Service,root|Shop & Service|Bridal Shop
Shop & Service,Shopping Mall,root|Shop & Service,root|Shop & Service|Shopping Mall
Shop & Service,Tailor Shop,root|Shop & Service,root|Shop & Service|Tailor Shop
Shop & Service,Event Service,root|Shop & Service,root|Shop & Service|Event Service
Shop & Service,Pop-Up Shop,root|Shop & Service,root|Shop & Service|Pop-Up Shop
Shop & Service,Fireworks Store,root|Shop & Service,root|Shop & Service|Fireworks Store
Shop & Service,Bookstore,root|Shop & Service,root|Shop & Service|Bookstore
Shop & Service,Thrift / Vintage Store,root|Shop & Service,root|Shop & Service|Thrift / Vintage Store
Shop & Service,Dry Cleaner,root|Shop & Service,root|Shop & Service|Dry Cleaner
Shop & Service,Health & Beauty Service,root|Shop & Service,root|Shop & Service|Health & Beauty Service
